entry_id,audio_index,label,response,correct,mean_cosine,std_cosine,cosine_count,sampling_method,vsv_lambda
24390,YoNHCc_izsDE,Yes,No,False,0.011021277197869495,0.04534873609302847,96,adversarial,0.05
11456,YvEWmHtiznF8,No,Yes,False,0.0235182493343018,0.08197002536841792,96,random,0.05
358,YLbken4JCr94,Yes,Yes,True,-0.0026482044922886416,0.04766127908913784,64,random,0.05
22673,YCMUuelJFJ7Q,Yes,Yes,True,-0.006839513243903639,0.03960905975433148,64,random,0.05
3850,YAtkD-3GjXMw,No,Yes,False,-0.001306288831983693,0.07569141161215175,96,random,0.05
1076,YqZEIs6tS5vk,No,Yes,False,-0.010377248283475637,0.056740081066961996,64,popular,0.05
29856,Yjj2RyNDj7no,Yes,Yes,True,-0.015802724054083228,0.04057896766901152,64,popular,0.05
9653,YxIztYnMIWUA,No,Yes,False,-0.01717456329788547,0.07827026400711569,64,adversarial,0.05
31057,YgW7s3YAthpI,No,No,True,-0.0023535709333373234,0.03494914319191928,96,popular,0.05
242,YYNDKuNINDOY,Yes,Yes,True,-0.01388355839299038,0.0440195310425014,64,random,0.05
25772,YiOCpICiu4LA,No,Yes,False,0.013273837830638513,0.046138298713462374,96,adversarial,0.05
25677,YWLzzpzOKtnY,No,Yes,False,0.007034670521534281,0.055239377872751905,96,random,0.05
10861,YOr7umk40TZA,No,Yes,False,-0.02322089068184141,0.0773038727225564,96,adversarial,0.05
10049,Y0fMXnvD38zI,No,Yes,False,0.005714057500881609,0.03978286997235214,96,random,0.05
17181,Yi2yhbckq3p0,No,Yes,False,-0.0073572667461121455,0.04365613120587192,64,adversarial,0.05
25963,YZUmZgPL0ges,No,No,True,-0.01523556825122796,0.05483690018895275,96,adversarial,0.05
8682,YITlqMkR5alY,No,Yes,False,-0.010158816425246187,0.07491496755650495,64,popular,0.05
22895,Y1HCuBnPLMqQ,Yes,Yes,True,-0.007623845158377662,0.03917564593574841,64,adversarial,0.05
6787,YXrJcmftCY04,No,Yes,False,-0.002674193965503946,0.03764380979024565,96,random,0.05
11854,YUE3XnVFodMI,Yes,Yes,True,0.004151439847191796,0.04815651916595534,96,popular,0.05
29362,Y4bUL_ttiOdw,Yes,No,False,-0.015108356383279897,0.08510417144955582,96,popular,0.05
10415,YjXkLS_QzUrI,No,No,True,0.0012745471758535132,0.05405266560652955,96,random,0.05
