entry_id,audio_index,label,response,correct,mean_cosine,std_cosine,cosine_count,sampling_method,vsv_lambda
15757,YLVvS3s9dFKw,No,Yes,False,0.0539334816464058,0.06856614910316673,96,popular,0.05
25174,YMSziND26UTA,Yes,Yes,True,0.039715296634616,0.055085395542697285,96,random,0.05
4554,YXf5LjaE_JQ0,Yes,Yes,True,0.0661600344319595,0.07148658111751145,64,random,0.05
4537,YbX2vDaHL26U,No,Yes,False,0.0674801220811787,0.08819933393089388,64,random,0.05
5357,YrgrmLLhxoCQ,No,No,True,0.04015555487785605,0.053670159725825416,96,adversarial,0.05
4969,YYIqpIjjee00,Yes,No,False,0.03626670480813724,0.04755760205768972,96,popular,0.05
29279,YvaujJ7msKfc,No,Yes,False,0.06057150404421918,0.058714744038277665,96,adversarial,0.05
19800,YhVUmQfBIYe8,Yes,Yes,True,0.05142620061633352,0.06405061909345026,64,random,0.05
25740,YHdPSebdDxe4,No,Yes,False,0.03938282780291047,0.023382924857037284,64,random,0.05
27874,YeYbFtxZmKL4,Yes,Yes,True,0.06630782250673899,0.08115037595340616,96,popular,0.05
28911,YDAN1t9ukkg0,Yes,Yes,True,0.07831154472705748,0.09095910559262904,64,adversarial,0.05
1437,YdlsiellSFf0,No,Yes,False,0.06110416772238144,0.10877385644058515,96,adversarial,0.05
24910,YBwnGxJD9xh8,Yes,Yes,True,0.09223565254433197,0.11916347932715911,64,random,0.05
18267,Y5xC4hkAWiao,No,No,True,0.06351428953348659,0.063995282061025,96,popular,0.05
6659,YSGaIvgwwWSE,No,No,True,0.06824998110520634,0.11255920180167518,96,popular,0.05
15100,YriM7b5bJ9KQ,Yes,Yes,True,0.10494207959345658,0.13831581158391903,64,adversarial,0.05
14712,YC5kmOK_l4jc,Yes,No,False,0.05408598757154929,0.06779710278121402,96,popular,0.05
4215,YB4SZwi9Ce3o,No,Yes,False,0.06385845812231612,0.06985350720557261,96,popular,0.05
5004,Y79XDcI6xZm0,Yes,No,False,-0.004522274307722303,0.03509850076037247,96,adversarial,0.05
28323,YUjje3lSabsg,No,No,True,0.06823057417204836,0.09822448371968898,96,random,0.05
3703,Y7cHRSfbp7tc,No,Yes,False,0.06373992868611822,0.08809129653896675,64,popular,0.05
25443,YBDpU2Qh77NE,Yes,Yes,True,0.0618819600980108,0.07973374450508905,96,adversarial,0.05
