entry_id,audio_index,label,response,correct,mean_cosine,std_cosine,cosine_count,sampling_method,vsv_lambda
25565,Y1Og2TJ3bXW0,Yes,Yes,True,-0.004762727636261843,0.031232706667275574,96,popular,0.0
5864,YOUUckswAaNI,Yes,No,False,0.001822407153667882,0.02948436675059134,96,popular,0.0
4712,YjjfUaMQaG1A,No,No,True,0.004612913326127455,0.04219887708171188,96,random,0.0
6659,YSGaIvgwwWSE,No,No,True,0.010765217812149785,0.05719631438161911,96,popular,0.0
3007,Yhrv6fwnmBkY,Yes,Yes,True,-0.014819606789387763,0.08246451698353036,96,popular,0.0
23896,Yk1QxQ4jJaEQ,Yes,Yes,True,-0.010585461976006627,0.04485375463987865,64,random,0.0
4306,Yh5_1pnkl_SY,No,Yes,False,-0.0012466045081964694,0.05294935728755924,64,random,0.0
27507,YBUAPM4D3-h8,Yes,Yes,True,-0.002172382824937813,0.03757137828513189,64,adversarial,0.0
652,YuhSDBwVrEdo,Yes,Yes,True,-0.00907928467495367,0.04704244803484445,64,random,0.0
23019,YKJhGuhNHToA,No,No,True,-0.020876466878689826,0.08948543847285383,96,adversarial,0.0
31290,YeXj9OAik5cc,Yes,Yes,True,-0.02197299558974919,0.045958160825055466,64,popular,0.0
6677,Y4Ujigme2IxY,Yes,No,False,-0.019623447391495574,0.03534210446459627,96,adversarial,0.0
487,Yu84FiZ_omhA,Yes,Yes,True,-0.03545765325543471,0.06977077483900888,64,random,0.0
19067,YmYQrjcYNrW0,Yes,Yes,True,-0.025941802916349843,0.04092046429668247,64,random,0.0
15477,Y0ury8KHQdL4,No,Yes,False,-0.010999948251992464,0.0247929234533245,64,popular,0.0
3053,YfGGYeXR_LS8,Yes,No,False,-0.009527125032036565,0.03959138516656388,96,random,0.0
11357,Y5ye0X5saadg,No,No,True,-0.011852482159156352,0.09079615446209122,96,random,0.0
26988,Y3qTL7QRk-tg,No,Yes,False,0.0011666214995784685,0.04044025032432005,96,adversarial,0.0
6147,YyhDw7PZje3g,No,No,True,0.008918219798943028,0.03465477109179329,96,random,0.0
14376,YtxeXrpoMST4,No,Yes,False,0.029557580477558076,0.03138464194915108,96,popular,0.0
23142,Y1HCuBnPLMqQ,Yes,Yes,True,-0.0010184088259848068,0.03863904179787111,96,popular,0.0
2565,YPtW0cZVprJQ,No,No,True,0.01100195168692153,0.03159475770987967,96,random,0.0
1389,YH-vTZh81qAU,No,No,True,-0.016005653153115418,0.06097436050261454,96,popular,0.0
26081,YObWjGBJF_94,Yes,No,False,-0.007321102326386608,0.03308113584387666,96,popular,0.0
18368,YZ3wDry8nnJs,Yes,Yes,True,-0.01486768069298705,0.02983943031959978,64,random,0.0
16769,YlTJLvSvjUZk,No,Yes,False,0.00932946684770286,0.1068141274053612,96,random,0.0
25458,Y27HIamF8pKo,No,Yes,False,-0.018808198401529808,0.0536045894741135,96,popular,0.0
24274,YFJkvAMLmejY,Yes,Yes,True,-0.02477396262838738,0.06865059345772971,96,adversarial,0.0
