entry_id,audio_index,label,response,correct,bos_mean_late,bos_std_late,entropy_bos,margin_bos,gap_EL,cos_L24,cos_L25,cos_L26,cos_L27,cos_L28,cos_L29,cos_L30,cos_L31
2572,YAbplcXwXnvE,Yes,Yes,1,0.17407608032226562,0.09433200163249697,nan,3.5,0.73095703125,0.219970703125,0.22021484375,0.2568359375,0.2208251953125,0.2181396484375,0.19775390625,0.11181640625,-0.052947998046875
18055,Ygf6H_MWCqjw,No,Yes,0,0.12119483947753906,0.06111158398936243,nan,5.7265625,0.69287109375,0.159423828125,0.1683349609375,0.1663818359375,0.154296875,0.1328125,0.12841796875,0.085693359375,-0.0258026123046875
926,YK_Vre_-4KqU,No,No,1,0.041286468505859375,0.026686419999197887,nan,4.15625,0.9541015625,0.029876708984375,0.06256103515625,0.07659912109375,0.045654296875,0.042724609375,0.047607421875,0.0455322265625,-0.020263671875
21879,YmWqH2xwjkYA,No,Yes,0,0.12820053100585938,0.04075331322259217,nan,3.78125,0.62646484375,0.1719970703125,0.1881103515625,0.1490478515625,0.1522216796875,0.11004638671875,0.0965576171875,0.09552001953125,0.062103271484375
8547,YZBtgrP4vU_w,No,Yes,0,0.2410125732421875,0.024446156387843775,nan,3.3125,0.70703125,0.258544921875,0.276123046875,0.266357421875,0.255126953125,0.2149658203125,0.2193603515625,0.207275390625,0.2303466796875
7534,Ynq0BF9zGkzg,No,Yes,0,0.1309661865234375,0.042134075753994644,nan,3.703125,0.623046875,0.171875,0.2108154296875,0.1593017578125,0.11517333984375,0.091552734375,0.0892333984375,0.0899658203125,0.11981201171875
715,YYQGW5AwDOIo,No,Yes,0,0.12765884399414062,0.04631306029586656,nan,2.8125,0.76513671875,0.172607421875,0.162109375,0.1851806640625,0.1353759765625,0.11444091796875,0.13916015625,0.06182861328125,0.050567626953125
3645,YJ0yeFeKvIt8,No,No,1,0.0352325439453125,0.04559933763640289,nan,3.46875,0.96923828125,-0.0367431640625,-0.0176849365234375,0.0127105712890625,0.0286865234375,0.059478759765625,0.07464599609375,0.111083984375,0.0496826171875
15187,Y1j5NMuq1X30,No,No,1,0.05725693702697754,0.04299752307508589,nan,4.453125,0.96484375,0.01763916015625,-0.0029582977294921875,0.0143890380859375,0.057342529296875,0.07318115234375,0.0682373046875,0.0965576171875,0.1336669921875
26910,Y5OM3tJh51pE,Yes,Yes,1,0.19836807250976562,0.06963327689300462,nan,2.21875,0.6796875,0.264892578125,0.2427978515625,0.2587890625,0.214599609375,0.18994140625,0.21826171875,0.162841796875,0.034820556640625
7475,Y3VHpLxtd498,Yes,Yes,1,0.05793571472167969,0.026343846848880668,nan,2.484375,0.65234375,0.08477783203125,0.09197998046875,0.08221435546875,0.0230712890625,0.0232696533203125,0.06280517578125,0.032989501953125,0.0623779296875
8219,YBXxlqaDvdaA,No,Yes,0,0.07661819458007812,0.03932306567717391,nan,3.828125,0.69775390625,0.1025390625,0.100830078125,0.10882568359375,0.04791259765625,0.01116943359375,0.069091796875,0.037689208984375,0.1348876953125
18810,YOxUVcZmeiyI,No,No,1,0.11917877197265625,0.03769127148996427,nan,1.265625,0.8310546875,0.1824951171875,0.1727294921875,0.1251220703125,0.11602783203125,0.091064453125,0.0787353515625,0.07476806640625,0.11248779296875
23769,YBOB65Nd0pXo,No,Yes,0,0.13172531127929688,0.07625884497979282,nan,0.0,0.7490234375,0.1890869140625,0.2142333984375,0.2105712890625,0.166748046875,0.1380615234375,0.1002197265625,0.04766845703125,-0.012786865234375
29741,Y9z8XIRyUq9Q,Yes,Yes,1,0.2738494873046875,0.049903432811790084,nan,4.25,0.63623046875,0.333984375,0.294677734375,0.314208984375,0.279541015625,0.25927734375,0.30224609375,0.243896484375,0.1629638671875
27394,Y350OCezayrk,No,Yes,0,0.09655380249023438,0.0496497512700493,nan,5.015625,0.69384765625,0.135986328125,0.104248046875,0.13134765625,0.1253662109375,0.10601806640625,0.116455078125,0.0802001953125,-0.027191162109375
20304,Yk4XyfaWVLEY,Yes,No,0,-0.017085790634155273,0.04221096612467274,nan,2.453125,0.84423828125,-0.06573486328125,-0.043975830078125,-0.048980712890625,-0.044189453125,-0.0306396484375,-0.0030193328857421875,0.044952392578125,0.054901123046875
2912,Yy93cZqNCtks,Yes,No,0,0.20660400390625,0.051715149480413176,nan,4.03125,0.83642578125,0.289306640625,0.2705078125,0.231201171875,0.21533203125,0.188232421875,0.15625,0.1318359375,0.170166015625
10432,Y3IScngdQA4I,Yes,Yes,1,0.06206023693084717,0.0660874990767805,nan,4.09375,0.685546875,0.140869140625,0.1356201171875,0.142333984375,0.07110595703125,0.02276611328125,0.020416259765625,-0.0010766983032226562,-0.035552978515625
15477,Y0ury8KHQdL4,No,No,1,0.2933807373046875,0.0449405688282824,nan,2.28125,0.513671875,0.308837890625,0.285888671875,0.2958984375,0.2342529296875,0.25146484375,0.274658203125,0.3017578125,0.394287109375
25224,Y27HIamF8pKo,No,Yes,0,-0.07123804092407227,0.1199142460419971,nan,5.34375,0.64990234375,0.09429931640625,0.06072998046875,0.006420135498046875,-0.058135986328125,-0.091552734375,-0.107421875,-0.1768798828125,-0.29736328125
25373,Y0On6-JiVwRs,No,No,1,0.158416748046875,0.03308576993663381,nan,5.375,0.9013671875,0.0953369140625,0.1380615234375,0.201904296875,0.1524658203125,0.1552734375,0.1458740234375,0.175537109375,0.202880859375
24312,Y9MgGaTbmc6g,No,No,1,0.141143798828125,0.03465414443211226,nan,1.59375,0.86376953125,0.1839599609375,0.2022705078125,0.1439208984375,0.1375732421875,0.1328125,0.1165771484375,0.126953125,0.0850830078125
13800,Yb1PXsfgQw5w,No,Yes,0,0.1789398193359375,0.03828196026182087,nan,0.421875,0.92138671875,0.22314453125,0.2427978515625,0.2003173828125,0.1871337890625,0.15771484375,0.139892578125,0.1502685546875,0.1302490234375
13123,YbJMMp6PLKqM,Yes,No,0,0.15906524658203125,0.06990747514952174,nan,4.9765625,0.8662109375,0.07110595703125,0.08355712890625,0.12445068359375,0.142822265625,0.167236328125,0.1719970703125,0.2042236328125,0.30712890625
26691,YqakN0JNbpcU,Yes,Yes,1,0.11891937255859375,0.04418790337706059,nan,1.03125,0.4736328125,0.160888671875,0.1663818359375,0.1337890625,0.08978271484375,0.06341552734375,0.0672607421875,0.08868408203125,0.18115234375
6054,Ypgq2KPX5_SA,Yes,Yes,1,0.159698486328125,0.05032588289105129,nan,4.453125,0.7314453125,0.2188720703125,0.1986083984375,0.2005615234375,0.17724609375,0.1590576171875,0.153564453125,0.11663818359375,0.05303955078125
9796,YPg2cWEnEEvc,No,No,1,0.095062255859375,0.02958932189984826,nan,4.09375,0.9013671875,0.1380615234375,0.1295166015625,0.10650634765625,0.1121826171875,0.08538818359375,0.070068359375,0.04754638671875,0.07122802734375
25963,YZUmZgPL0ges,No,No,1,-0.0005501508712768555,0.11731957898992665,nan,6.109375,0.865234375,0.071044921875,0.1168212890625,0.10028076171875,0.0299072265625,0.024261474609375,-0.0018072128295898438,-0.07147216796875,-0.2734375
17954,YKVbmN9ZRg5Q,Yes,No,0,0.09303474426269531,0.07657500774193604,nan,4.65625,0.68994140625,0.166015625,0.1781005859375,0.158935546875,0.1192626953125,0.08978271484375,0.0732421875,0.0189666748046875,-0.060028076171875
4591,Yh5_1pnkl_SY,No,Yes,0,0.123687744140625,0.02807036630066351,nan,2.46875,0.61181640625,0.15380859375,0.162109375,0.1400146484375,0.1422119140625,0.11041259765625,0.10626220703125,0.0970458984375,0.07763671875
16312,YGMP8m09j5vk,No,Yes,0,0.19710540771484375,0.056923512843062705,nan,3.515625,0.71484375,0.23291015625,0.2266845703125,0.244384765625,0.2454833984375,0.2169189453125,0.1904296875,0.15234375,0.06768798828125
7554,YRtenf2XSXRc,Yes,Yes,1,0.193359375,0.03273527731368809,nan,3.03125,0.7294921875,0.2069091796875,0.2066650390625,0.2271728515625,0.2191162109375,0.1961669921875,0.2119140625,0.1505126953125,0.12841796875
